filename,width,height,class,xmin,ymin,xmax,ymax
78.png,175,47,1,78,14,87,36
78.png,175,47,3,86,14,94,36
78.png,175,47,8,93,12,104,34
79.png,224,92,1,40,41,62,91
79.png,224,92,9,64,33,94,84
79.png,224,92,2,99,17,134,68
79.png,224,92,2,138,11,169,62
80.png,100,41,2,38,11,50,30
80.png,100,41,2,54,8,70,27
81.png,131,56,7,49,8,63,39
81.png,131,56,4,64,7,81,38
82.png,107,46,4,35,8,54,38
82.png,107,46,5,54,6,72,36
83.png,106,50,6,36,6,52,35
83.png,106,50,10,53,15,65,44
84.png,85,42,3,34,6,54,38
85.png,49,23,1,17,7,23,22
85.png,49,23,7,23,6,30,21
86.png,70,32,3,26,4,33,24
86.png,70,32,5,33,5,42,25
87.png,167,73,1,67,16,81,51
87.png,167,73,7,81,17,105,52
88.png,119,63,5,47,13,74,49
89.png,233,109,1,85,23,111,87
89.png,233,109,8,110,19,143,83
90.png,111,46,1,37,6,43,36
90.png,111,46,6,46,7,59,37
90.png,111,46,4,61,10,74,40
91.png,125,56,1,49,18,58,44
91.png,125,56,9,59,17,70,43
91.png,125,56,3,68,13,79,39
92.png,110,49,3,35,6,54,41
92.png,110,49,5,56,8,70,43
93.png,113,52,1,40,11,52,43
93.png,113,52,7,51,7,70,39
94.png,144,62,1,54,18,66,52
94.png,144,62,2,67,12,86,46
95.png,294,126,1,127,58,137,84
95.png,294,126,10,136,60,145,86
95.png,294,126,4,148,60,159,86
95.png,294,126,4,157,59,167,85
96.png,119,48,1,33,6,56,45
96.png,119,48,8,56,5,88,44
97.png,98,47,3,34,8,50,40
97.png,98,47,6,48,6,62,38
98.png,157,57,1,50,7,65,44
98.png,157,57,2,66,7,87,44
98.png,157,57,10,85,11,112,48
99.png,76,38,2,30,4,47,33
100.png,67,27,1,18,1,23,23
100.png,67,27,10,23,1,32,23
100.png,67,27,9,32,1,42,23
101.png,81,39,5,27,7,40,34
101.png,81,39,3,42,5,54,32
102.png,156,78,3,58,14,76,65
102.png,156,78,5,77,9,93,60
103.png,96,34,7,54,2,74,30
104.png,219,101,1,67,18,96,87
104.png,219,101,10,99,20,120,89
104.png,219,101,4,122,12,148,81
105.png,277,119,1,83,13,127,113
105.png,277,119,4,128,10,197,110
106.png,97,39,1,37,12,47,29
106.png,97,39,4,49,12,60,29
107.png,128,57,5,49,16,63,45
107.png,128,57,2,64,13,80,42
108.png,71,35,2,28,3,42,30
109.png,113,53,3,38,11,56,39
109.png,113,53,10,57,10,71,38
110.png,52,21,6,16,1,26,19
110.png,52,21,3,27,1,38,19
111.png,55,28,9,23,8,34,27
112.png,117,46,1,31,2,45,39
112.png,117,46,8,44,1,65,38
112.png,117,46,7,63,6,82,43
113.png,59,27,1,19,1,27,22
113.png,59,27,3,27,3,39,24
114.png,75,38,1,29,6,36,34
114.png,75,38,9,37,4,47,32
115.png,77,33,3,26,1,35,27
115.png,77,33,2,38,1,51,27
116.png,77,33,5,27,12,35,26
116.png,77,33,1,34,12,40,26
116.png,77,33,3,40,11,49,25
117.png,455,193,4,145,8,224,153
117.png,455,193,8,224,13,311,158
118.png,63,19,3,13,2,22,17
118.png,63,19,4,22,2,31,17
118.png,63,19,2,31,1,40,16
118.png,63,19,1,40,1,47,16
119.png,259,118,3,91,55,118,103
119.png,259,118,2,113,44,142,92
119.png,259,118,3,135,33,174,81
120.png,171,81,5,65,20,89,60
120.png,171,81,1,84,20,101,60
121.png,119,34,1,32,8,38,29
121.png,119,34,3,43,8,56,29
121.png,119,34,5,63,7,74,28
121.png,119,34,8,79,7,92,28
122.png,54,27,1,21,2,25,25
122.png,54,27,7,26,1,31,24
123.png,62,33,6,25,5,35,27
124.png,48,26,5,19,1,29,24
125.png,50,21,6,18,3,24,20
125.png,50,21,4,23,3,33,20
126.png,173,75,1,56,14,71,66
126.png,173,75,10,72,12,94,64
126.png,173,75,8,97,8,118,60
127.png,107,50,8,32,15,48,49
128.png,135,75,1,56,16,65,61
128.png,135,75,3,65,22,76,67
129.png,58,27,6,21,5,29,22
129.png,58,27,8,29,5,38,22
130.png,68,31,4,26,4,43,25
131.png,80,32,1,24,6,32,24
131.png,80,32,7,32,5,43,23
131.png,80,32,4,44,5,55,23
132.png,236,104,9,78,20,121,87
132.png,236,104,8,122,8,158,75
133.png,268,129,4,91,13,134,112
133.png,268,129,4,132,14,176,113
134.png,39,19,9,16,2,25,16
135.png,80,34,6,26,2,39,30
135.png,80,34,8,41,3,53,31
136.png,113,62,2,52,10,67,47
137.png,136,64,1,50,10,64,53
137.png,136,64,10,70,10,87,53
138.png,160,69,4,60,19,77,56
138.png,160,69,6,81,15,101,52
139.png,69,28,2,21,1,34,24
139.png,69,28,8,35,2,48,25
140.png,53,21,9,18,1,30,19
141.png,68,32,3,25,4,34,28
141.png,68,32,9,35,2,43,26
142.png,253,119,4,92,7,157,94
143.png,134,50,4,51,13,68,37
143.png,134,50,1,67,14,81,38
144.png,92,39,1,27,3,35,31
144.png,92,39,9,36,3,50,31
144.png,92,39,5,51,3,62,31
145.png,255,141,3,93,18,131,111
145.png,255,141,3,120,23,158,116
146.png,73,26,2,23,4,30,17
146.png,73,26,5,29,5,38,18
146.png,73,26,1,37,7,43,20
146.png,73,26,8,43,6,52,19
147.png,74,33,1,28,3,34,27
147.png,74,33,5,34,3,48,27
148.png,347,167,3,140,43,156,73
148.png,347,167,10,161,43,180,73
148.png,347,167,10,183,42,202,72
149.png,52,24,4,19,3,27,20
149.png,52,24,7,26,3,35,20
150.png,261,92,2,136,36,155,63
150.png,261,92,8,156,36,168,63
150.png,261,92,6,167,35,185,62
151.png,80,33,3,25,4,39,25
151.png,80,33,3,40,4,55,25
152.png,133,54,2,52,8,67,45
152.png,133,54,10,66,10,78,47
152.png,133,54,7,76,9,87,46
153.png,75,41,1,30,7,36,35
153.png,75,41,9,36,7,45,35
154.png,53,27,2,18,3,32,23
155.png,153,71,7,68,13,90,57
156.png,85,48,6,35,9,51,37
157.png,127,52,5,37,7,63,44
157.png,127,52,7,65,7,88,44
158.png,261,133,2,113,34,166,115
159.png,92,43,9,28,11,51,40
159.png,92,43,1,51,6,65,35
160.png,127,50,2,49,9,57,36
160.png,127,50,10,59,11,67,38
160.png,127,50,8,70,11,83,38
161.png,248,113,8,91,26,124,89
161.png,248,113,5,118,25,151,88
162.png,87,45,3,32,1,53,37
163.png,364,188,5,148,49,173,85
163.png,364,188,6,167,46,189,82
163.png,364,188,10,184,46,209,82
164.png,131,70,5,57,10,81,67
165.png,147,68,1,45,12,59,52
165.png,147,68,7,58,13,78,53
165.png,147,68,6,78,14,101,54
166.png,131,50,7,40,18,64,45
166.png,131,50,5,55,11,76,38
166.png,131,50,4,72,7,93,34
167.png,74,28,1,30,8,35,23
167.png,74,28,5,35,8,46,23
168.png,80,39,2,30,8,37,32
168.png,80,39,8,36,9,42,33
168.png,80,39,2,42,8,50,32
169.png,88,39,4,26,3,47,36
169.png,88,39,2,43,3,61,36
170.png,85,41,7,30,4,42,32
170.png,85,41,6,41,8,57,36
171.png,178,71,4,53,16,85,56
171.png,178,71,1,80,14,94,54
171.png,178,71,9,96,13,120,53
172.png,84,41,2,31,6,40,31
172.png,84,41,1,45,7,49,32
173.png,49,24,1,17,5,23,21
173.png,49,24,1,25,4,30,20
174.png,89,39,5,31,6,43,31
174.png,89,39,9,42,4,58,29
175.png,97,41,5,28,8,39,36
175.png,97,41,6,40,8,53,36
175.png,97,41,8,54,8,67,36
176.png,163,76,5,82,15,115,65
177.png,310,124,1,125,45,147,95
177.png,310,124,5,148,49,173,99
177.png,310,124,8,169,51,192,101
178.png,78,39,2,31,5,42,31
178.png,78,39,1,42,5,48,31
179.png,87,42,2,33,4,42,32
179.png,87,42,5,43,1,53,29
180.png,67,26,1,16,5,22,22
180.png,67,26,7,23,5,30,22
180.png,67,26,4,31,4,41,21
180.png,67,26,2,40,4,50,21
181.png,123,56,3,45,6,62,45
181.png,123,56,7,63,10,82,49
182.png,108,47,3,29,1,57,42
182.png,108,47,4,55,2,77,43
183.png,64,31,2,22,2,34,25
183.png,64,31,1,32,3,40,26
184.png,198,76,2,53,28,77,61
184.png,198,76,8,77,29,98,62
184.png,198,76,10,96,34,119,67
184.png,198,76,10,116,32,138,65
185.png,38,15,2,10,2,15,13
185.png,38,15,5,17,1,22,12
185.png,38,15,6,23,1,28,12
186.png,152,75,1,34,8,47,57
186.png,152,75,3,49,9,71,58
186.png,152,75,10,71,10,101,59
187.png,66,27,1,20,2,32,26
187.png,66,27,9,32,1,49,26
188.png,115,52,4,38,11,54,43
188.png,115,52,5,55,12,72,44
189.png,90,42,9,35,4,55,35
190.png,44,18,2,15,3,21,15
190.png,44,18,6,22,3,28,15
191.png,85,32,1,26,7,34,27
191.png,85,32,5,35,7,46,27
191.png,85,32,9,46,5,57,25
192.png,56,28,3,22,2,34,24
193.png,257,133,1,123,24,146,109
194.png,110,48,4,47,14,54,33
194.png,110,48,3,56,13,67,32
195.png,48,19,1,15,3,20,16
195.png,48,19,2,20,4,27,17
196.png,115,70,1,45,10,70,61
197.png,70,33,3,23,4,31,27
197.png,70,33,1,31,5,36,28
197.png,70,33,6,37,6,45,29
198.png,119,47,2,29,8,51,40
198.png,119,47,9,49,9,71,41
198.png,119,47,7,68,9,85,41
199.png,427,218,2,145,41,222,190
199.png,427,218,10,206,34,274,183
200.png,188,56,3,97,4,117,36
200.png,188,56,1,113,7,129,39
200.png,188,56,8,126,10,144,42
201.png,90,48,2,31,3,52,41
201.png,90,48,3,52,4,69,42
202.png,268,112,1,148,70,166,105
202.png,268,112,10,165,69,188,104
202.png,268,112,5,179,56,202,91
203.png,186,85,2,69,30,89,69
203.png,186,85,4,86,22,102,61
203.png,186,85,1,97,9,117,48
204.png,74,35,4,32,4,44,26
205.png,72,37,4,28,7,40,31
205.png,72,37,9,37,8,46,32
206.png,283,189,4,223,96,238,126
206.png,283,189,9,238,91,253,121
207.png,335,145,1,118,35,158,114
207.png,335,145,1,148,34,188,113
207.png,335,145,1,180,34,223,113
208.png,49,22,9,24,3,34,21
209.png,129,54,1,42,9,51,44
209.png,129,54,8,53,2,69,37
209.png,129,54,8,72,11,88,46
210.png,133,59,2,46,8,66,47
210.png,133,59,6,68,10,89,49
211.png,67,26,2,19,2,29,20
211.png,67,26,7,35,2,43,20
212.png,107,53,2,43,13,54,42
212.png,107,53,9,55,13,62,42
213.png,135,70,1,59,4,78,56
214.png,80,35,8,32,3,45,27
215.png,148,50,3,43,7,66,38
215.png,148,50,10,66,9,88,40
215.png,148,50,2,89,10,114,41
216.png,208,82,2,63,13,90,48
216.png,208,82,8,91,23,119,58
216.png,208,82,10,119,34,144,69
217.png,123,61,2,50,12,73,49
218.png,59,27,1,21,4,27,23
218.png,59,27,8,27,2,36,21
219.png,327,138,3,82,52,130,118
219.png,327,138,2,115,35,152,101
219.png,327,138,8,137,19,170,85
220.png,140,68,5,47,4,74,59
220.png,140,68,1,72,5,96,60
221.png,82,35,1,25,4,33,29
221.png,82,35,5,34,5,46,30
221.png,82,35,7,46,6,57,31
222.png,59,31,2,23,4,32,23
223.png,73,28,1,23,4,32,24
223.png,73,28,9,33,4,41,24
223.png,73,28,10,41,3,51,23
224.png,133,67,6,48,14,66,55
224.png,133,67,8,66,15,86,56
225.png,89,41,2,41,10,51,32
226.png,74,33,1,23,6,28,28
226.png,74,33,3,28,5,39,27
226.png,74,33,6,39,4,50,26
227.png,53,26,1,22,5,27,21
228.png,139,55,1,59,13,75,45
228.png,139,55,1,73,13,81,45
228.png,139,55,1,80,12,91,44
229.png,53,26,7,19,5,28,20
229.png,53,26,2,27,5,36,20
230.png,107,55,3,44,5,67,47
231.png,103,47,1,38,12,44,39
231.png,103,47,4,45,12,54,39
231.png,103,47,4,56,11,65,38
232.png,78,41,1,30,8,36,32
232.png,78,41,10,36,8,45,32
233.png,141,48,1,35,11,53,42
233.png,141,48,3,56,10,71,41
233.png,141,48,5,75,11,88,42
233.png,141,48,8,92,9,107,40
234.png,105,41,8,44,12,55,32
234.png,105,41,4,52,10,64,30
235.png,124,56,2,39,9,55,42
235.png,124,56,1,56,11,65,44
235.png,124,56,10,65,11,78,44
236.png,168,76,1,63,19,76,59
236.png,168,76,1,75,18,86,58
236.png,168,76,4,83,18,104,58
237.png,325,112,1,142,50,154,76
237.png,325,112,9,152,48,163,74
237.png,325,112,3,159,45,172,71
238.png,94,40,7,30,8,47,30
238.png,94,40,7,47,8,64,30
239.png,75,28,1,22,2,30,22
239.png,75,28,4,31,3,37,23
239.png,75,28,10,39,2,51,22
240.png,285,149,3,127,41,147,80
240.png,285,149,9,140,41,166,80
241.png,44,19,1,15,3,19,17
241.png,44,19,5,21,4,28,18
242.png,78,34,1,23,6,37,29
242.png,78,34,5,37,5,50,28
243.png,88,28,2,28,7,34,20
243.png,88,28,3,35,6,43,19
243.png,88,28,6,42,6,50,19
243.png,88,28,3,52,7,60,20
244.png,87,43,1,34,11,40,38
244.png,87,43,5,42,8,54,35
245.png,88,39,3,29,8,43,30
245.png,88,39,8,42,9,55,31
246.png,175,84,5,63,16,86,56
246.png,175,84,1,86,20,102,60
247.png,38,19,2,13,1,24,17
248.png,63,31,7,23,4,39,26
249.png,78,35,1,30,5,40,32
249.png,78,35,10,38,4,49,31
250.png,67,33,7,24,3,32,23
250.png,67,33,8,32,5,41,25
251.png,206,98,7,70,7,107,89
251.png,206,98,6,106,9,142,91
252.png,112,56,3,1,26,17,55
252.png,112,56,7,12,17,36,51
252.png,112,56,10,34,6,63,40
253.png,98,53,1,35,12,48,45
253.png,98,53,9,46,7,58,40
254.png,95,41,3,30,5,48,37
254.png,95,41,5,47,4,65,36
255.png,174,76,9,55,8,89,63
255.png,174,76,3,82,8,119,63
256.png,97,42,2,31,2,51,35
256.png,97,42,8,50,3,68,36
257.png,202,90,1,80,30,97,71
257.png,202,90,1,103,35,118,76
258.png,155,67,5,45,1,79,61
258.png,155,67,6,78,3,111,63
259.png,119,61,5,51,14,70,44
260.png,51,25,3,2,2,15,22
260.png,51,25,6,18,2,35,22
261.png,45,18,1,15,1,19,17
261.png,45,18,4,18,1,24,17
262.png,158,82,2,61,23,79,67
262.png,158,82,4,78,25,101,69
262.png,158,82,1,59,26,79,72
263.png,118,62,7,46,14,61,52
263.png,118,62,1,62,14,72,52
264.png,108,40,2,27,5,43,33
264.png,108,40,1,44,6,55,34
264.png,108,40,9,57,3,69,31
264.png,108,40,10,67,5,83,33
265.png,143,66,7,46,10,71,55
265.png,143,66,6,70,7,95,52
266.png,327,133,5,125,27,179,116
266.png,327,133,10,173,26,223,115
267.png,118,80,2,3,9,23,63
267.png,118,80,1,33,11,51,65
268.png,94,45,6,34,12,42,36
269.png,117,47,3,33,7,49,39
269.png,117,47,5,52,5,69,37
269.png,117,47,3,68,6,88,38
270.png,85,36,2,25,3,37,33
270.png,85,36,5,37,2,47,32
270.png,85,36,5,51,1,64,31
271.png,57,27,1,18,1,26,25
271.png,57,27,9,26,1,37,25
272.png,125,56,4,44,7,55,42
272.png,125,56,6,57,6,65,41
272.png,125,56,4,69,4,84,39
273.png,80,43,9,31,8,49,35
274.png,85,34,1,28,3,37,31
274.png,85,34,6,36,3,49,31
274.png,85,34,6,47,4,60,32
275.png,81,32,2,27,4,43,26
275.png,81,32,5,41,4,61,26
276.png,83,37,1,26,11,35,28
276.png,83,37,7,35,13,42,30
276.png,83,37,8,42,10,55,27
277.png,70,32,5,29,6,35,23
277.png,70,32,7,33,6,40,23
278.png,192,86,1,84,24,98,47
278.png,192,86,4,95,31,110,54
279.png,88,47,1,34,5,44,39
279.png,88,47,1,44,5,54,39
280.png,63,28,1,23,5,33,21
281.png,67,31,2,22,2,31,26
281.png,67,31,9,31,1,41,25
282.png,64,27,3,21,3,32,21
282.png,64,27,7,32,3,42,21
283.png,249,96,1,142,53,151,80
283.png,249,96,1,148,49,157,76
283.png,249,96,3,155,49,167,76
284.png,56,27,1,21,7,26,19
284.png,56,27,1,27,6,33,18
285.png,111,55,6,45,11,56,43
285.png,111,55,1,57,12,64,44
286.png,149,68,1,57,14,71,52
286.png,149,68,3,72,15,92,53
287.png,112,55,4,41,8,58,44
287.png,112,55,1,60,10,70,46
288.png,232,86,2,90,25,110,61
288.png,232,86,9,109,25,134,61
288.png,232,86,2,131,24,151,60
289.png,117,59,1,49,16,58,46
289.png,117,59,1,56,17,64,47
290.png,180,83,1,74,18,89,64
290.png,180,83,1,93,17,109,63
291.png,63,26,6,19,5,28,21
291.png,63,26,10,28,6,36,22
291.png,63,26,8,36,6,43,22
292.png,118,62,4,48,4,78,60
293.png,70,34,7,28,4,35,30
293.png,70,34,4,36,2,46,28
294.png,157,59,1,52,4,62,50
294.png,157,59,10,69,4,90,50
294.png,157,59,4,94,2,110,48
295.png,61,26,1,19,1,30,23
295.png,61,26,1,32,2,43,24
296.png,116,48,3,46,15,58,34
296.png,116,48,3,58,15,70,34
297.png,223,99,6,78,19,111,74
297.png,223,99,10,111,20,152,75
298.png,77,28,1,27,6,32,19
298.png,77,28,5,32,5,40,18
298.png,77,28,1,39,5,46,18
299.png,71,28,7,26,6,35,21
299.png,71,28,9,37,6,44,21
300.png,204,105,9,85,24,118,79
301.png,40,21,6,16,1,25,18
302.png,86,42,5,32,8,43,39
302.png,86,42,10,43,6,57,37
303.png,77,33,2,25,4,40,26
303.png,77,33,3,36,4,49,26
304.png,76,35,1,25,5,38,33
304.png,76,35,7,35,5,51,33
305.png,68,28,1,24,7,28,22
305.png,68,28,5,30,7,35,22
305.png,68,28,3,36,6,44,21
306.png,125,56,8,44,13,62,49
306.png,125,56,7,62,8,78,44
307.png,263,117,2,85,9,135,98
307.png,263,117,3,135,14,184,103
308.png,159,63,2,56,19,73,48
308.png,159,63,1,74,17,88,46
308.png,159,63,8,88,13,105,42
309.png,112,54,1,45,18,56,40
309.png,112,54,2,53,17,63,39
309.png,112,54,4,60,16,71,38
310.png,62,25,6,19,4,32,24
310.png,62,25,8,32,3,44,23
311.png,110,53,1,35,4,50,47
311.png,110,53,3,49,1,76,44
312.png,85,39,1,24,7,35,32
312.png,85,39,2,36,7,51,32
313.png,40,17,1,11,3,18,16
313.png,40,17,4,19,2,24,16
314.png,99,42,4,35,4,51,36
314.png,99,42,8,50,2,65,34
315.png,52,20,4,17,1,24,18
315.png,52,20,2,24,1,30,18
315.png,52,20,1,31,1,35,18
316.png,156,66,2,52,12,79,60
316.png,156,66,5,79,9,110,57
317.png,43,20,4,15,1,21,18
317.png,43,20,4,20,1,27,18
318.png,71,31,1,19,1,27,27
318.png,71,31,7,29,1,41,27
318.png,71,31,1,41,3,50,29
319.png,199,112,6,92,21,133,76
319.png,199,112,8,131,35,169,90
320.png,109,54,7,35,9,56,47
320.png,109,54,3,54,7,71,45
321.png,307,93,4,157,34,173,52
321.png,307,93,10,172,34,188,52
321.png,307,93,5,189,31,203,49
322.png,78,38,3,26,5,38,32
322.png,78,38,1,37,4,46,31
323.png,165,75,4,59,10,90,67
323.png,165,75,1,85,9,108,66
324.png,155,56,2,40,5,62,44
324.png,155,56,6,65,7,90,46
324.png,155,56,6,87,6,113,45
325.png,240,76,4,62,34,77,60
325.png,240,76,5,76,28,88,54
325.png,240,76,10,87,31,104,57
326.png,184,74,3,52,8,91,69
326.png,184,74,10,92,3,132,64
327.png,157,86,1,66,20,76,46
327.png,157,86,6,73,19,84,45
327.png,157,86,6,79,18,91,44
328.png,120,63,7,48,11,59,53
328.png,120,63,7,58,10,74,52
329.png,51,22,1,17,4,22,18
329.png,51,22,1,21,4,27,18
329.png,51,22,4,27,4,37,18
330.png,145,63,1,58,9,72,57
330.png,145,63,1,72,10,91,58
331.png,126,55,2,37,9,63,47
331.png,126,55,3,64,9,88,47
332.png,67,28,1,28,2,36,25
333.png,118,54,1,36,20,45,47
333.png,118,54,4,46,18,58,45
333.png,118,54,8,60,11,73,38
334.png,106,41,1,38,12,46,31
334.png,106,41,6,44,12,52,31
334.png,106,41,4,52,11,60,30
334.png,106,41,8,59,11,67,30
335.png,121,56,1,41,11,60,50
335.png,121,56,5,57,9,78,48
336.png,100,36,5,36,4,51,28
336.png,100,36,4,52,4,62,28
337.png,420,162,1,159,62,189,130
337.png,420,162,1,192,67,210,135
337.png,420,162,10,209,67,263,135
338.png,136,69,5,53,15,78,56
338.png,136,69,5,76,13,98,54
338.png,136,69,3,97,10,119,51
339.png,197,87,8,66,15,100,74
339.png,197,87,2,105,15,132,74
340.png,76,40,4,27,5,36,35
340.png,76,40,3,37,5,51,35
341.png,311,124,2,100,55,130,99
341.png,311,124,8,135,35,174,79
341.png,311,124,9,173,31,212,75
342.png,172,75,1,47,6,71,71
342.png,172,75,8,87,6,123,71
343.png,136,68,2,56,8,83,56
344.png,163,50,9,41,6,67,47
344.png,163,50,9,99,5,125,46
345.png,99,54,4,44,9,57,43
346.png,54,25,4,19,5,26,17
346.png,54,25,8,26,5,34,17
347.png,196,92,5,79,28,101,67
347.png,196,92,10,100,19,120,58
348.png,82,41,8,29,1,54,40
349.png,47,20,2,21,5,26,16
350.png,92,40,3,28,2,46,36
350.png,92,40,2,47,1,62,35
351.png,83,47,4,34,11,50,39
352.png,116,68,4,50,19,64,46
353.png,135,71,2,51,34,62,57
353.png,135,71,7,60,36,69,59
353.png,135,71,4,66,37,78,60
353.png,135,71,4,76,36,85,59
354.png,123,53,1,40,6,50,48
354.png,123,53,3,51,2,68,44
354.png,123,53,8,68,4,87,46
355.png,52,18,7,13,2,21,16
355.png,52,18,4,22,2,31,16
355.png,52,18,10,31,1,39,15
356.png,94,39,2,39,7,58,32
357.png,160,75,5,49,10,74,65
357.png,160,75,3,76,11,121,66
358.png,72,36,2,27,6,35,27
